
@	@	PROPN	
com	com	ADP	
esta	este	DET	
sensação	sensação	NOUN	
”	”	PUNCT	
,	,	PUNCT	
referiu	referir	VERB	
.	.	PUNCT	

	
	SPACE	

Desde	desde	ADP	
então	então	NOUN	
,	,	PUNCT	
foram	ir	AUX	
apalpando	apalpar	VERB	
terreno	terreno	NOUN	
para	para	SCONJ	
perceber	perceber	VERB	
se	se	SCONJ	
o	o	DET	
ano	ano	NOUN	
2021	2021	NUM	
iria	ir	AUX	
trazer	trazer	VERB	
boas	bom	ADJ	
novidades	novidade	NOUN	
.	.	PUNCT	

Com	com	ADP	
o	o	DET	
avançar	avançar	VERB	
do	de o	ADP	
desconfinamento	desconfinamento	NOUN	
,	,	PUNCT	
perceberam	perceber	VERB	
que	que	SCONJ	
seria	ser	AUX	
possível	possível	ADJ	
.	.	PUNCT	

“	“	PUNCT	
No	em o	ADP	
início	início	NOUN	
do	de o	ADP	
desconfinamento	desconfinamento	NOUN	
,	,	PUNCT	
com	com	ADP	
a	o	DET	
abertura	abertura	NOUN	
da	de o	ADP	
cultura	cultura	NOUN	
,	,	PUNCT	
começou	começar	VERB	
a	a	SCONJ	
fazer	fazer	VERB	
sentido	sentido	NOUN	
repensarmos	repensar	VERB	
novamente	novamente	ADV	
na	em o	ADP	
organização	organização	NOUN	
do	de o	ADP	
FITU	FITU	PROPN	ORG
”	”	PUNCT	
,	,	PUNCT	
explicou	explicar	VERB	
.	.	PUNCT	

	
	SPACE	

Este	este	DET	
ano	ano	NOUN	
,	,	PUNCT	
o	o	DET	
espaço	espaço	NOUN	
do	de o	ADP	
Theatro Circo	Theatro Circo	PROPN	LOC
é	ser	AUX	
substituído	substituir	VERB	
pelo	por o	ADP	
Altice Forum Braga	Altice Forum Braga	PROPN	ORG
.	.	PUNCT	

Para	para	ADP	
além	além	ADV	
disso	de isso	PRON	
,	,	PUNCT	
as	o	DET	
duas	dois	NUM	
noites	noite	NOUN	
de	de	ADP	
espetáculo	espetáculo	NOUN	
são	ser	AUX	
substituídas	substituídas	VERB	
por	por	ADP	
apenas	apenas	ADV	
uma	um	NUM	
.	.	PUNCT	

Apesar	apesar	ADV	
de	de	ADP	
não	não	ADV	
seguir	seguir	VERB	
totalmente	totalmente	ADV	
o	o	DET	
formato	formato	NOUN	
típico	típico	ADJ	
do	de o	ADP	
festival	festival	NOUN	
,	,	PUNCT	
João Barbosa	João Barbosa	PROPN	PER
garante	garantir	VERB	
que	que	SCONJ	
o	o	DET	
objetivo	objetivo	NOUN	
é	ser	AUX	
“	“	PUNCT	
tentar	tentar	VERB	
manter	manter	VERB	
toda	todo	DET	
a	o	DET	
essência	essência	NOUN	
do	de o	ADP	
festival	festival	NOUN	
”	”	PUNCT	
.	.	PUNCT	
 	 	SPACE	

“	“	PUNCT	
Um	um	DET	
festival	festival	NOUN	
internacional	internacional	ADJ	
de	de	ADP	
tunas	tuna	NOUN	
,	,	PUNCT	
mas	mas	CCONJ	
de	de	ADP	
modelo	modelo	NOUN	
mais	mais	ADV	
clássico	clássico	ADJ	
,	,	PUNCT	
e	e	CCONJ	
transpô-lo	transpô-lo	VERB	
para	para	ADP	
uma	um	DET	
nova	novo	ADJ	
realidade	realidade	NOUN	
,	,	PUNCT	
uma	um	DET	
realidade	realidade	NOUN	
adaptada	adaptar	VERB	
”	”	PUNCT	
.	.	PUNCT	

	
	SPACE	

Noutras	Noutras	ADP	
edições	edição	NOUN	
,	,	PUNCT	
João Barbosa	João Barbosa	PROPN	PER
admite	admitir	VERB	
que	que	SCONJ	
as	o	DET	
tunas	tuna	NOUN	
viviam	viver	VERB	
da	de o	ADP	
“	“	PUNCT	
adesão	adesão	NOUN	
dos	de o	ADP	
últimos	último	ADJ	
dias	dia	NOUN	
e	e	CCONJ	
das	de o	ADP	
últimas	último	ADJ	
horas	hora	NOUN	
”	”	PUNCT	
.	.	PUNCT	

A	o	DET	
verdade	verdade	NOUN	
é	ser	VERB	
que	que	SCONJ	
,	,	PUNCT	
este	este	DET	
ano	ano	NOUN	
,	,	PUNCT	
“	“	PUNCT	
as	o	DET	
expectativas	expectativa	NOUN	
estão	estar	AUX	
em	em	ADP	
alta	alta	NOUN	
”	”	PUNCT	
,	,	PUNCT	
uma	uma	DET	
vez	vez	NOUN	
que	que	SCONJ	
as	o	DET	
pessoas	pessoa	NOUN	
já	já	ADV	
começaram	começar	VERB	
a	a	SCONJ	
adquirir	adquirir	VERB	
os	o	DET	
seus	seu	DET	
bilhetes	bilhete	NOUN	
.	.	PUNCT	

“	“	PUNCT	
Nós	nós	PRON	
abrimos	abrir	VERB	
a	o	DET	
bilheteira	bilheteira	NOUN	
esta	este	DET	
semana	semana	NOUN	
,	,	PUNCT	
segunda-feira	segunda-feira	NOUN	
(	(	PUNCT	
dia	dia	NOUN	
30	30	NUM	
de	de	ADP	
agosto	agosto	NOUN	
)	)	PUNCT	
e	e	CCONJ	
a	o	DET	
primeira	primeiro	ADJ	
plateia	plateia	NOUN	
já	já	ADV	
está	estar	AUX	
praticamente	praticamente	ADV	
esgotada	esgotar	VERB	
.	.	PUNCT	

A	o	DET	
segunda	segundo	ADJ	
plateia	plateia	NOUN	
também	também	ADV	
já	já	ADV	
vai	ir	VERB	
a	a	ADP	
mais	mais	ADV	
de	de	ADP	
metade	metade	NOUN	
da	de o	ADP	
lotação	lotação	NOUN	
”	”	PUNCT	
,	,	PUNCT	
esclareceu	esclarecer	VERB	
.	.	PUNCT	

	
	SPACE	

A	o	DET	
promessa	promessa	NOUN	
é	ser	AUX	
de	de	ADP	
“	“	PUNCT	
um	um	DET	
espetáculo	espetáculo	NOUN	
alegre	alegre	ADJ	
,	,	PUNCT	
cheio	cheio	ADJ	
de	de	ADP	
saudade	saudade	NOUN	
e	e	CCONJ	
bastante	bastante	ADV	
emotivo	emotivo	ADJ	
”	”	PUNCT	
,	,	PUNCT	
já	já	SCONJ	
que	que	SCONJ	
as	o	DET	
tunas	tuna	NOUN	
estão	estar	AUX	
paradas	parada	NOUN	
há	há	ADP	
um	um	NUM	
ano	ano	NOUN	
e	e	CCONJ	
meio	meio	NOUN	
.	.	PUNCT	

“	“	PUNCT	
Praticamente	Praticamente	ADV	
não	não	ADV	
houve	haver	VERB	
atividade	atividade	NOUN	
destes	de este	ADP	
grupos	grupo	NOUN	
.	.	PUNCT	

Salvo	salvo	ADP	
o	o	DET	
erro	erro	NOUN	
,	,	PUNCT	
vai	ir	AUX	
ser	ser	AUX	
o	o	DET	
terceiro	terceiro	ADJ	
desde	desde	ADP	
o	o	DET	
começo	começo	NOUN	
da	de o	ADP	
pandemia	pandemia	NOUN	
.	.	PUNCT	

Portanto	portanto	ADV	
,	,	PUNCT	
as	o	DET	
tunas	tuna	NOUN	
vão	ir	AUX	
estar	estar	AUX	
com	com	ADP	
muita	muito	DET	
energia	energia	NOUN	
,	,	PUNCT	
com	com	ADP	
muitas	muito	DET	
ganas	gana	NOUN	
de	de	SCONJ	
regressar	regressar	VERB	
a	a	ADP	
palco	palco	NOUN	
,	,	PUNCT	
de	de	SCONJ	
tocar	tocar	VERB	
para	para	ADP	
o	o	DET	
público	público	NOUN	
”	”	PUNCT	
,	,	PUNCT	
sublinhou	sublinhar	VERB	
.	.	PUNCT	

	
	SPACE	

Segundo	segundo	ADP	
João Barbosa	João Barbosa	PROPN	PER
,	,	PUNCT	
vão	ir	VERB	
a	a	ADP	
concurso	concurso	NOUN	
,	,	PUNCT	
dia	dia	NOUN	
11	11	NUM	
de	de	ADP	
setembro	setembro	NOUN	
,	,	PUNCT	
a	o	DET	
Tuna de Ciências e Tecnologia da Universidade Nova de Lisboa	Tuna de Ciências e Tecnologia de o Universidade Nova de Lisboa	PROPN	ORG
(	(	PUNCT	
anTUNiA	anTUNiA	PROPN	
)	)	PUNCT	
,	,	PUNCT	
a	o	DET	
Tuna de Medicina do Porto	Tuna de Medicina de o Porto	PROPN	ORG
,	,	PUNCT	
a	o	DET	
Tuna Universitária de Aveiro	Tuna Universitária de Aveiro	PROPN	ORG
(	(	PUNCT	
TUA	TUA	PROPN	
)	)	PUNCT	
e	e	CCONJ	
a	o	DET	
Tuna Peritos Malaga	Tuna Peritos Malaga	PROPN	ORG
.	.	PUNCT	

A	a	ADP	
estas	este	PRON	
junta-se	junta-se	VERB	
,	,	PUNCT	
a	o	DET	
extra-concurso	extra-concurso	NOUN	
,	,	PUNCT	
a	o	DET	
Tuna de Ciências da Universidade do Minho	Tuna de Ciências de o Universidade de o Minho	PROPN	ORG
(	(	PUNCT	
Azeituna	Azeituna	PROPN	LOC
)	)	PUNCT	
e	e	CCONJ	
a	o	DET	
Tuna de Engenharia da Universidade do Minho	Tuna de Engenharia de o Universidade de o Minho	PROPN	ORG
(	(	PUNCT	
Afonsina	Afonsina	PROPN	LOC
)	)	PUNCT	
,	,	PUNCT	
na	em o	ADP	
noite	noite	NOUN	
de	de	ADP	
serenatas	serenata	NOUN	
.	.	PUNCT	

Como	como	ADV	
é	ser	AUX	
já	já	ADV	
hábito	hábito	NOUN	
,	,	PUNCT	
o	o	DET	
Grupo de Jograis Universitários do Minho	Grupo de Jograis Universitários de o Minho	PROPN	ORG
(	(	PUNCT	
Jogralhos	Jogralhos	PROPN	LOC
)	)	PUNCT	
também	também	ADV	
irá	ir	AUX	
participar	participar	VERB	
.	.	PUNCT	


	
	SPACE	

Os	o	DET	
bilhetes	bilhete	NOUN	
para	para	ADP	
a	o	DET	
noite	noite	NOUN	
de	de	ADP	
espetáculos	espetáculo	NOUN	
da	de o	ADP	
30ª Edição	30ª edição	NOUN	MISC
do	de o	ADP	
FITU	FITU	PROPN	ORG
podem	poder	VERB	
ser	ser	AUX	
adquiridos	adquirir	VERB	
através	através	ADV	
da	de o	ADP	
Ticketline	Ticketline	PROPN	ORG
.	.	PUNCT	

Tendo	ter	VERB	
em	em	ADP	
conta	conta	NOUN	
que	que	SCONJ	
dia	dia	NOUN	
11	11	NUM	
de	de	ADP	
setembro	setembro	NOUN	
a	o	DET	
iniciativa	iniciativa	NOUN	
ocorrerá	ocorrer	VERB	
em	em	ADP	
espaço	espaço	NOUN	
fechado	fechar	VERB	
,	,	PUNCT	
os	o	DET	
interessados	interessado	NOUN	
terão	ter	VERB	
de	de	SCONJ	
apresentar	apresentar	VERB	
o	o	DET	
certificado	certificado	NOUN	
digital	digital	ADJ	
,	,	PUNCT	
o	o	DET	
teste	teste	NOUN	
antígeno	antígeno	NOUN	
,	,	PUNCT	
realizado	realizar	VERB	
40	40	NUM	
horas	hora	NOUN	
antes	antes	ADV	
,	,	PUNCT	
ou	ou	CCONJ	
o	o	DET	
teste	teste	NOUN	
PCR	PCR	PROPN	
,	,	PUNCT	
realizado	realizar	VERB	
com	com	ADP	
72	72	NUM	
horas	hora	NOUN	
de	de	ADP	
antecedência	antecedência	NOUN	
.	.	PUNCT	


	
	SPACE	

Uma	uma	ADP	
vez	vez	NOUN	
que	que	SCONJ	
a	o	DET	
noite	noite	NOUN	
de	de	ADP	
serenatas	serenata	PROPN	
é	ser	AUX	
ao	a o	ADP	
ar	ar	NOUN	
livre	livre	ADJ	
,	,	PUNCT	
não	não	ADV	
será	ser	AUX	
necessária	necessário	ADJ	
a	o	DET	
apresentação	apresentação	NOUN	
de	de	ADP	
nenhum	nenhum	PRON	
dos	de o	ADP	
documentos	documento	NOUN	
.	.	PUNCT	

No	em o	ADP	
entanto	entanto	NOUN	
,	,	PUNCT	
será	ser	AUX	
preciso	preciso	ADJ	
fazer	fazer	VERB	
marcação	marcação	NOUN	
,	,	PUNCT	
a	a	ADP	
partir	partir	NOUN	
de	de	ADP	
uma	um	DET	
plataforma	plataforma	NOUN	
que	que	PRON	
será	ser	AUX	
disponibilizada	disponibilizar	VERB	
este	este	DET	
fim	fim	NOUN	
de	de	ADP	
semana	semana	NOUN	
.	.	PUNCT	

	
	SPACE	

Entrevista	entrevista	NOUN	
por	por	ADP	
:	:	PUNCT	
Inês Batista	Inês Batista	PROPN	PER

	
	SPACE	

@	@	PROPN	
ComUM	ComUM	PROPN	
/	/	PUNCT	
artigo_10.md	artigo_10.md	VERB	

	
	SPACE	

#	#	CCONJ	

AAUM	AAUM	PROPN	ORG
de	de	ADP	
prata	prata	NOUN	
no	em o	ADP	
nacional	nacional	PROPN	
universitário	universitário	ADJ	
de	de	ADP	
Kickboxing
	Kickboxing	PROPN	MISC

#	#	PROPN	
#	#	PROPN	

Cinco	cinco	NUM	
medalhas	medalha	NOUN	
a	a	ADP	
título	título	NOUN	
individual	individual	ADJ	
para	para	ADP	
os	o	DET	
atletas	atleta	NOUN	
da	de o	ADP	
UMinho	UMinho	PROPN	MISC
.	.	PUNCT	

Rita Novais	Rita Novais	PROPN	PER
e	e	CCONJ	
Sofia Oliveira	Sofia Oliveira	PROPN	PER
foram	ser	AUX	
as	o	DET	
estudantes	estudante	NOUN	
premiadas	premiar	VERB	
com	com	ADP	
o	o	DET	
ouro	ouro	NOUN	
.	.	PUNCT	


	
	SPACE	

30Mai2019	30Mai2019	PROPN	

|	|	PROPN	
Catarina	Catarina	PROPN	

Ferreira	Ferreira	PROPN	

	
	SPACE	

A	o	DET	
Associação Académica da Universidade do Minho	Associação Académica de o Universidade de o Minho	PROPN	ORG
(	(	PUNCT	
AAUM	AAUM	PROPN	ORG
)	)	PUNCT	
ficou	ficar	VERB	
no	em o	ADP	
segundo	segundo	ADJ	
lugar	lugar	NOUN	
do	de o	ADP	
pódio	pódio	NOUN	
atrás	atrás	ADV	
da	de o	ADP	
Universidade do Porto	Universidade de o Porto	PROPN	LOC
(	(	PUNCT	
UPorto	UPorto	PROPN	LOC
)	)	PUNCT	
e	e	CCONJ	
à	a o	ADP	
frente	frente	NOUN	
da	de o	ADP	
Associação Académica da Universidade de Évora	Associação Académica de o Universidade de Évora	PROPN	ORG
(	(	PUNCT	
AAUE	AAUE	PROPN	LOC
)	)	PUNCT	
no	em o	ADP	
Campeonato Nacional Universitário de Kickboxing Lowkick	Campeonato Nacional Universitário de Kickboxing Lowkick	PROPN	MISC
.	.	PUNCT	

Na	em o	ADP	
prova	prova	NOUN	
que	que	PRON	
decorreu	decorrer	VERB	
a	a	ADP	
26	26	NUM	
de	de	ADP	
maio	maio	NOUN	
na	em o	ADP	
Covilhã	Covilhã	PROPN	LOC
,	,	PUNCT	
os	o	DET	
atletas	atleta	NOUN	
conquistaram	conquistar	VERB	
ainda	ainda	ADV	
,	,	PUNCT	
individualmente	individualmente	ADV	
,	,	PUNCT	
duas	dois	NUM	
medalhas	medalha	NOUN	
de	de	ADP	
ouro	ouro	NOUN	
,	,	PUNCT	
uma	um	NUM	
de	de	ADP	
prata	prata	NOUN	
e	e	CCONJ	
das	de o	SCONJ	
de	de	ADP	
bronze	bronze	NOUN	
.	.	PUNCT	

	
	SPACE	

Em	em	ADP	
feminino	feminino	NOUN	
,	,	PUNCT	
na	em o	ADP	
categoria	categoria	NOUN	
<	<	NOUN	
56	56	NUM	
kg	kg	NOUN	
,	,	PUNCT	
Rita Novais	Rita Novais	PROPN	PER
,	,	PUNCT	
aluna	aluna	NOUN	
de	de	ADP	
mestrado	mestrado	NOUN	
em	em	ADP	
Sistemas de Informação	Sistemas de Informação	PROPN	MISC
,	,	PUNCT	
ficou	ficar	VERB	
em	em	ADP	
primeiro	primeiro	ADJ	
lugar	lugar	NOUN	
,	,	PUNCT	
seguida	seguer	VERB	
de	de	ADP	
Francisca Cardoso	Francisca Cardoso	PROPN	PER
do	de o	ADP	
Instituto Politécnico de Santarém	Instituto Politécnico de Santarém	PROPN	LOC
.	.	PUNCT	
 	 	SPACE	

Na	em o	ADP	
categoria	categoria	NOUN	
<	<	NOUN	
65	65	NUM	
kg	kg	NOUN	
,	,	PUNCT	
o	o	DET	
ouro	ouro	NOUN	
também	também	ADV	
foi	ser	VERB	
para	para	ADP	
uma	um	DET	
atleta	atleta	NOUN	
da	de o	ADP	
academia	academia	NOUN	
minhota	minhoto	ADJ	
.	.	PUNCT	

Sofia Oliveira	Sofia Oliveira	PROPN	PER
,	,	PUNCT	
aluna	aluna	NOUN	
de	de	ADP	
Mestrado Integrado	Mestrado Integrado	VERB	MISC
em	em	ADP	
Engenharia Eletrónica Industrial e Computadores	Engenharia Eletrónica Industrial e Computadores	PROPN	LOC
,	,	PUNCT	
fez	fazer	VERB	
o	o	DET	
pleno	pleno	NOUN	
de	de	ADP	
vitórias	vitória	NOUN	
em	em	ADP	
três	três	NUM	
de	de	ADP	
participação	participação	NOUN	
.	.	PUNCT	

Diana Fonseca da Associação de Estudantes da Faculdade de Ciências de Lisboa	Diana Fonseca de o Associação de Estudantes de o Faculdade de Ciências de Lisboa	PROPN	PER
ocupou	ocupar	VERB	
o	o	DET	
segundo	segundo	ADJ	
posto	posto	NOUN	
.	.	PUNCT	

	
	SPACE	

Já	já	ADV	
no	em o	ADP	
masculino	masculino	NOUN	
,	,	PUNCT	
João Marques	João Marques	PROPN	PER
e	e	CCONJ	
José Guerrinha da AAUE	José Guerrinha de o AAUE	PROPN	PER
ficaram	ficar	VERB	
no	em o	ADP	
primeiro	primeiro	ADJ	
e	e	CCONJ	
segundo	segundo	ADP	
lugares	lugar	NOUN	
,	,	PUNCT	
respetivamente	respetivamente	ADV	
,	,	PUNCT	
na	em o	ADP	
categoria	categoria	NOUN	
<	<	NOUN	
57	57	NUM	
kg	kg	NOUN	
.	.	PUNCT	

Em	em	ADP	
<	<	NOUN	
63,5	63,5	NUM	
Pedro Ferreira	Pedro Ferreira	PROPN	PER
,	,	PUNCT	
da	de o	ADP	
Academia da Força Aérea	Academia de o Força Aérea	PROPN	ORG
(	(	PUNCT	
AFA	AFA	PROPN	ORG
)	)	PUNCT	
,	,	PUNCT	
João Dias	João Dias	PROPN	LOC
,	,	PUNCT	
da	de o	ADP	
Associação de Estudantes Instituto Superior de Contabilidade e Administração de Coimbra	Associação de Estudantes Instituto Superior de Contabilidade e Administração de Coimbra	PROPN	ORG
e	e	CCONJ	
Áureo Benedito	Áureo Benedito	PROPN	PER
,	,	PUNCT	
aluno	aluno	NOUN	
de	de	ADP	
Ciências da Computação da AAUM	Ciências de o Computação de o AAUM	PROPN	MISC
ocuparam	ocupar	VERB	
,	,	PUNCT	
por	por	ADP	
esta	este	DET	
ordem	ordem	NOUN	
,	,	PUNCT	
o	o	DET	
pódio	pódio	NOUN	
.	.	PUNCT	

	
	SPACE	

Na	em o	ADP	
categoria	categoria	NOUN	
<	<	NOUN	
67	67	NUM	
kg	kg	NOUN	
,	,	PUNCT	
ficou	ficar	VERB	
em	em	ADP	
primeiro	primeiro	ADV	
o	o	DET	
atleta	atleta	NOUN	
da	de o	ADP	
UPorto	UPorto	PROPN	LOC
,	,	PUNCT	
João Barbosa	João Barbosa	PROPN	LOC
,	,	PUNCT	
seguido	seguir	VERB	
de	de	ADP	
Paulo Silva	Paulo Silva	PROPN	PER
,	,	PUNCT	
da	de o	ADP	
Associação Académica de Coimbra	Associação Académica de Coimbra	PROPN	ORG
(	(	PUNCT	
AAC	AAC	PROPN	MISC
)	)	PUNCT	
,	,	PUNCT	
e	e	CCONJ	
com	com	ADP	
a	o	DET	
medalha	medalha	NOUN	
de	de	ADP	
prata	prata	NOUN	
ficou	ficar	VERB	
o	o	DET	
estudante	estudante	NOUN	
de	de	ADP	
Mestrado	Mestrado	PROPN	LOC

Integrado	Integrado	VERB	
em	em	ADP	
Engenharia Informática da AAUM	Engenharia Informática de o AAUM	PROPN	LOC
,	,	PUNCT	
Luís Gomes	Luís Gomes	PROPN	PER
.	.	PUNCT	

João Freitas	João Freitas	PROPN	PER
,	,	PUNCT	
da	de o	ADP	
UPorto	UPorto	PROPN	LOC
,	,	PUNCT	
ficou	ficar	VERB	
no	em o	ADP	
lugar	lugar	NOUN	
mais	mais	ADV	
alto	alto	ADJ	
do	de o	ADP	
pódio	pódio	NOUN	
,	,	PUNCT	
em	em	ADP	
<	<	NOUN	
71	71	NUM	
kg	kg	NOUN	
.	.	PUNCT	

Atrás	atrás	ADV	
dele	de ele	PRON	
,	,	PUNCT	
Luiz Alexandre	Luiz Alexandre	PROPN	PER
,	,	PUNCT	
aluno	aluno	NOUN	
de	de	ADP	
Engenharia Eletrónica	Engenharia Eletrónica	PROPN	ORG
na	em o	ADP	
academia	academia	NOUN	
minhota	minhoto	ADJ	
,	,	PUNCT	
ocupou	ocupar	VERB	
o	o	DET	
segundo	segundo	ADJ	
posto	posto	NOUN	
e	e	CCONJ	
Gonçalo Brito	Gonçalo Brito	PROPN	PER
,	,	PUNCT	
da	de o	ADP	
AAC	AAC	PROPN	MISC
,	,	PUNCT	
o	o	DET	
terceiro	terceiro	ADJ	
.	.	PUNCT	

	
	SPACE	

No	em o	ADP	
pódio	pódio	NOUN	
das	de o	ADP	
categorias	categoria	NOUN	
<	<	NOUN	
75	75	NUM	
kg	kg	NOUN	
,	,	PUNCT	
<	<	ADP	
81	81	NUM	
kg	kg	NOUN	
e	e	CCONJ	
>	>	PUNCT	
91	91	NUM	
kg	kg	NOUN	
não	não	ADV	
ficou	ficar	VERB	
nenhum	nenhum	DET	
atleta	atleta	NOUN	
da	de o	ADP	
AAUM	AAUM	PROPN	ORG
.	.	PUNCT	

Na	em o	ADP	
primeira	primeira	ADJ	
foi	ser	VERB	
Tomás Nazareh	Tomás Nazareh	PROPN	PER
,	,	PUNCT	
da	de o	ADP	
UPorto	UPorto	PROPN	LOC
o	o	DET	
grande	grande	ADJ	
vencedor	vencedor	NOUN	
.	.	PUNCT	

Na	em o	ADP	
segunda	segunda	NOUN	
,	,	PUNCT	
José Valério da AFA	José Valério de o AFA	PROPN	PER
conquistou	conquistar	VERB	
o	o	DET	
ouro	ouro	NOUN	
.	.	PUNCT	

E	e	CCONJ	
